x,y,z
-0.356166,1.085779,-0.215599
-0.463639,0.760786,-0.367621
-0.522604,0.6153770000000001,-0.4501
-0.378949,0.722657,-0.496235
-0.114327,1.01874,-0.443492
0.14528,1.332211,-0.206003
0.31797800000000004,1.7092049999999999,0.20491700000000002
0.35493,1.300461,0.358455
0.227483,0.386211,0.263665
0.265687,0.210939,0.372046
0.562329,0.564218,0.47941999999999996
1.041579,-0.150982,0.43027299999999996
1.324167,-1.39822,0.401798
1.43213,-2.538444,0.402945
1.9775029999999998,-3.242332,0.132055
2.229908,-2.987281,-0.464713
2.6071869999999997,-1.850084,-0.662224
2.699846,-0.486861,-0.926106
3.092885,0.078401,-1.166571
3.03893,0.207378,-1.13934
2.6477310000000003,-1.026477,-1.266541
2.1901919999999997,-2.120111,-0.97137
2.187131,-1.696636,-0.576692
1.709385,-1.04025,-0.206993
1.063169,-1.465931,0.24516999999999997
0.664185,-1.659666,0.287515
0.10725599999999999,-1.47642,0.233184
-0.529196,-1.392084,0.20726599999999998
-1.042347,-0.971404,0.145458
-1.570569,-0.535937,0.128392
-2.302739,-0.116892,0.132355
-2.821954,0.297854,0.227541
-2.764664,-0.577524,0.374341
-2.593272,-1.409847,0.577431
-1.658266,-1.863326,0.750117
-0.78567,-0.902664,0.314874
-0.06196,-0.110601,0.079632
0.287462,-1.350983,0.143483
-0.103777,-1.258212,-0.073013
-0.296449,-0.48518,-0.348814
-0.528731,-1.019477,0.000624
-0.752378,0.051883000000000006,0.271154
-1.276127,1.5438399999999999,0.31579
-1.291483,1.612376,0.239752
-0.911989,1.592627,0.054421000000000004
-0.708662,1.192693,-0.00774
-0.928149,0.17463599999999999,0.095649
-1.182212,-0.299613,0.36580999999999997
-1.113042,-0.168555,0.29882800000000004
-0.91624,-0.108321,0.249919
-0.810835,0.044857,0.214139
-0.714374,0.344009,0.17811
-0.623827,0.5132220000000001,0.141138
-0.493646,0.48308,0.10683499999999999
-0.41058,0.399899,0.057315
-0.379775,0.374208,0.061836
-0.451,0.444709,0.075135
-0.492594,0.490491,0.11751500000000001
-0.434998,0.560303,0.19153499999999998
-0.309336,0.65292,0.09829
-0.233231,0.488626,0.092623
-0.193081,0.195409,0.124258
-0.22383,0.0324,0.156299
-0.26417,0.08471,0.163427
-0.26464,0.431022,0.139479
-0.17761,0.575562,0.148448
-0.110168,0.59463,0.11684800000000001
0.003584,0.45912600000000003,0.071882
0.14535599999999999,0.389558,0.030233
0.21707600000000002,0.437266,0.025332
0.251513,0.522292,0.044691
0.192701,0.506462,0.058188
0.094219,0.43118,0.05546
-0.001039,0.366518,0.058082
-0.058798,0.332635,0.056653999999999996
-0.016339,0.300464,0.073015
-0.02481,0.307952,0.072961
-0.003545,0.26961799999999997,0.050726
0.049693,0.220531,0.025523
0.048598,0.193985,0.005253
0.0389,0.171652,0.004146
0.025031,0.162151,-0.005553
-0.045545,0.135727,0.003602
-0.092708,0.081584,-0.001999
-0.075763,0.038974,-0.016781
-0.14941,0.031774000000000004,-0.017286
-0.115217,0.024275,-0.036266
-0.091545,0.046653,-0.058562
-0.09809,0.00729,-0.066035
-0.059899,-0.046086,-0.071041
-0.107682,0.023247,-0.052235
-0.16314,0.026641,-0.053695
-0.162432,-0.091454,-0.091995
-0.118892,-0.156507,-0.111904
-0.15174,-0.116934,-0.122866
-0.150687,-0.120133,-0.122855
-0.175009,-0.07105,-0.122019
-0.138597,-0.055138,-0.13674
-0.140697,-0.059344,-0.1485
-0.173895,-0.097536,-0.159365
-0.204146,-0.175221,-0.153068
-0.211949,-0.2243,-0.127422
-0.108114,-0.129921,-0.109726
-0.089598,-0.01612,-0.079832
-0.079968,0.015702,-0.054169
-0.119374,0.060462,-0.024591
-0.136945,0.194714,-0.01634
-0.166746,0.220347,-0.006967
-0.174324,0.191628,-0.011256
-0.206694,0.078949,-0.043384
-0.222193,-0.301229,-0.061165
-0.205349,-0.383186,-0.092989
-0.069018,-0.237557,-0.132816
0.088156,-0.191114,-0.161688
0.16910799999999998,-0.229708,-0.170687
0.1985,-0.331034,-0.165011
0.195183,-0.604757,-0.175365
0.200376,-0.880653,-0.182453
0.299635,-1.141861,-0.21454
0.501807,-1.275668,-0.227911
0.752495,-1.325372,-0.269894
0.956216,-1.608246,-0.302291
1.246961,-1.737036,-0.315051
1.717124,-1.59372,-0.332246
2.098801,-1.100014,-0.251164
2.105235,-0.720386,-0.354155
1.973143,-0.390945,-0.30743
1.881572,-0.781788,-0.257346
1.488541,-1.632344,-0.066721
1.024268,-2.338252,-0.023126
0.698022,-2.791764,0.185616
0.68429,-2.600504,0.585858
0.5038130000000001,-2.381465,0.8438950000000001
0.339957,-2.02188,1.1050719999999998
0.15507100000000001,-1.792451,1.166512
0.098191,-1.889103,1.1438059999999999
0.095513,-1.677487,1.2396559999999999
0.190485,-1.508149,1.167463
0.143414,-1.535686,1.1682379999999999
0.078143,-1.234522,1.0360049999999998
0.027329000000000003,-1.04312,0.900809
-0.005221,-1.061638,0.764941
0.008343,-1.084348,0.571716
0.057455,-1.111121,0.298629
0.030785000000000003,-1.083549,0.086899
-0.058385,-1.095572,-0.025871
-0.144413,-1.099169,-0.117267
-0.156163,-1.169167,-0.184557
-0.1241,-1.152251,-0.180082
-0.057021,-1.057115,-0.053685
-0.040016,-1.084709,0.17186400000000002
-0.036389,-0.844554,0.31792800000000004
0.054715999999999994,-0.671553,0.398459
0.12331500000000001,-0.836915,0.400219
0.023349,-1.004872,0.397599
-0.198549,-1.023186,0.374708
-0.51383,-0.737389,0.30591
-0.81652,-0.348907,0.387687
-0.598353,-0.388456,0.232233
-0.280104,-0.815693,-0.027779
0.319461,-1.110527,-0.076624
-0.433196,-0.018084,0.175228
-1.473932,0.888497,0.004427
-0.921324,0.990411,-0.12003
-0.933168,1.981848,-0.292299
-0.864573,2.221678,-0.121211
-0.714538,1.835877,0.057656
-0.81203,1.822903,-0.342523
-0.872185,1.4215790000000001,-0.893632
-1.042051,0.893584,-1.373773
-0.879242,0.5024069999999999,-1.193742
-0.800943,0.35334099999999996,-0.481568
-0.907669,-0.292988,0.069717
-0.946661,-0.215921,0.277649
-0.853206,0.503464,0.38206599999999996
-0.709931,1.0865790000000002,0.42184399999999994
-0.659366,0.884216,0.369057
-0.650732,0.10900699999999999,0.283585
-0.704619,-0.293301,0.238858
-0.693239,-0.428405,0.18249500000000002
-0.647596,-0.268669,0.156972
-0.59808,-0.183569,0.14439000000000002
-0.592506,-0.140934,0.133692
-0.630855,-0.15242,0.10887000000000001
-0.642595,-0.189518,0.072516
-0.642041,-0.309871,0.066265
-0.647289,-0.318264,0.038465
-0.632023,-0.244813,0.038478
-0.535497,-0.056899,0.114755
-0.531781,0.302058,0.121798
-0.710156,0.447743,0.074432
-0.852715,0.226958,1.2e-05
-0.753902,-0.089818,0.01179
-0.498607,-0.169896,0.102339
-0.312779,0.121294,0.115014
-0.197005,0.463979,0.098292
-0.031071,0.565764,0.074751
0.048179,0.598648,0.04108
-0.102683,0.660217,-0.04017
-0.300366,0.35835100000000003,-0.036891
-0.437504,-0.247302,-0.040277
-0.467605,-0.769198,-0.036614
-0.66724,-0.909622,0.088222
-0.700047,-1.071494,0.104223
-0.126655,-1.275606,0.034783
0.426408,-0.724701,-0.217365
0.701925,-0.899322,-0.210944
0.618437,-1.36908,-0.145764
0.7317,-2.076681,-0.179317
1.161181,-2.180454,-0.175116
1.526946,-1.774675,-0.202991
1.782847,-1.564669,-0.195064
1.95012,-1.041644,-0.333434
2.160787,-0.325027,-0.437567
1.917354,-0.611768,-0.447445
1.626315,-1.363545,-0.538246
1.336352,-2.354887,-0.394791
0.982584,-3.183487,-0.134486
1.089361,-2.016051,0.06559
0.833598,-1.181281,0.122554
0.611202,-1.204283,0.206488
0.545963,-1.717396,0.44169899999999995
0.6340640000000001,-1.603625,0.418667
0.513336,-1.077317,0.507948
0.486386,-0.678752,0.493363
0.525456,-0.421643,0.365119
0.561533,-0.184498,0.170651
0.567571,-0.164805,0.038216
0.5176689999999999,-0.238687,-0.090224
0.33513899999999996,-0.315588,-0.148016
0.129498,-0.276438,-0.169799
-0.051667,-0.191806,-0.131649
-0.171342,-0.136383,-0.035348
-0.190949,-0.127124,0.063848
-0.119953,-0.110828,0.189305
-0.032839,-0.069022,0.314842
0.07148,0.22843899999999998,0.428421
0.111285,0.37183,0.499018
0.15987200000000001,0.266185,0.5026970000000001
0.202925,0.27379899999999996,0.426076
0.138446,0.344585,0.36251
0.184572,0.46125,0.185358
0.017971,0.6079899999999999,0.13059500000000002
-0.299304,0.535517,0.1477
-0.547954,0.094102,0.194599
-0.696902,-0.381182,0.100164
-0.3381,0.7547149999999999,-0.022699
1.54827,-0.45437,-0.060316
1.234579,1.6806729999999999,0.419729
-1.25485,1.9528439999999998,0.049479
-1.705081,1.887343,-0.495171
-0.401099,4.53581,-1.937965
0.066499,3.7635410000000005,-1.824751
-0.38862,2.972867,-0.572824
-1.303201,2.002683,0.414409
-1.185749,2.5908900000000004,0.26919699999999996
-0.543634,3.6159830000000004,-0.095099
-0.240256,3.437239,0.11875699999999999
-0.700607,2.4224759999999996,0.40633
-1.280808,1.2177790000000002,0.344
-1.195651,0.7655420000000001,0.410336
-0.721125,1.480591,0.46935
-0.351968,2.3192,0.356554
-0.070458,2.438935,0.27291
0.053467999999999995,2.094998,0.128938
-0.233469,1.520137,0.014438999999999999
-0.428937,1.200299,-0.018564
-0.229786,1.319073,-0.056849
-0.078892,1.523627,-0.192789
-0.289262,1.166736,-0.270714
-0.124004,0.7270270000000001,-0.210243
0.21531999999999998,1.285888,-0.13595
0.333329,1.8175130000000002,0.014812
0.41794,1.948123,0.312201
0.524648,1.857693,0.456204
0.353325,1.465272,0.43841899999999995
0.32682100000000003,1.384878,0.319764
0.45452200000000004,0.6343409999999999,0.35473299999999997
0.8737010000000001,0.062162,0.28897399999999995
1.287273,-0.970364,0.531399
1.7077380000000002,-1.667308,0.76276
2.483807,-2.094011,0.23889000000000002
2.8952400000000003,-1.120315,-0.125884
3.043223,0.092977,-0.505624
3.294121,0.844924,-1.220544
3.364629,0.9665600000000001,-1.596221
3.142491,-0.116452,-0.965066
2.474791,-1.845727,-0.836123
2.439732,-2.346782,-0.179837
2.094735,-1.834639,0.182429
1.3062799999999999,-0.909068,0.637207
0.918624,-1.679079,0.6611229999999999
0.8801899999999999,-1.433143,0.198
0.532799,-0.696727,-0.110882
0.152125,-0.001544,0.062893
-0.18838,0.9774079999999999,0.366908
-0.37049,1.808771,0.412641
-0.651409,2.449974,0.41306099999999996
-0.853493,3.182999,0.293206
-0.695095,3.7099949999999997,0.23488499999999998
0.023204,3.018427,0.195923
0.47337399999999996,1.11955,0.211115
0.197995,0.00678,0.072817
0.41904399999999997,0.829205,0.139537
0.5111319999999999,0.804672,-0.198415
0.440321,0.31332,-0.604204
0.48568999999999996,1.97337,-0.730997
1.1232030000000002,1.8808630000000002,0.004239
0.044325,2.863036,-0.389116
-0.076468,2.9477990000000003,-0.967976
-0.091107,4.165385,-1.481317
-0.293868,3.830765,-1.807044
-0.913312,3.711274,-2.023794
-0.628864,6.734186,-0.322935
-0.658315,4.858731,-0.155163
-0.811641,2.842489,-0.103444
-1.119955,1.2645030000000002,-0.024527
-1.334008,0.71314,0.048392000000000004
-1.139462,0.5389010000000001,0.029677999999999996
-0.819109,0.7925760000000001,-0.01648
-0.770808,0.9454530000000001,0.072324
-0.552499,0.8148920000000001,0.032356
-0.547366,1.031982,-0.181531
-0.878329,0.7209939999999999,-0.445159
-0.861355,0.503343,-0.642382
-0.83582,0.5985729999999999,-0.769444
-0.800196,0.61898,-0.841861
-0.37326,0.721637,-0.777053
0.10841300000000001,1.342042,-0.497807
-0.049051,1.280597,-0.180498
0.090601,0.7466550000000001,0.024124
-0.08914,0.449967,0.314873
-0.335524,-0.060194,0.5018130000000001
0.088371,-0.303054,0.661046
0.620319,-1.993747,0.49173999999999995
1.099761,-2.666336,0.442539
1.845551,-3.346658,0.231771
2.6347419999999997,-1.999778,-0.01227
2.59806,-0.919287,0.210416
2.397975,-1.020855,0.47513599999999995
2.465638,-1.952032,-0.084015
2.486005,-1.289871,-1.587709
3.3470730000000004,-1.376601,-1.690542
2.864268,-2.081409,-0.841638
2.439812,-1.188653,-0.221906
1.815221,-1.462429,0.31887600000000005
1.710189,-2.557744,0.994662
1.3172700000000002,-2.917283,0.9378989999999999
0.8807709999999999,-2.225725,0.469287
0.337025,-1.665857,-0.007383
-0.050808,-1.221721,0.083343
-0.455619,-0.519621,0.412901
-0.777359,0.333566,0.45015200000000005
-1.04965,1.282404,0.5004460000000001
-0.924631,1.840012,0.541197
-0.805713,1.575958,0.404565
-0.360387,0.6403810000000001,0.085203
0.24461599999999997,-0.50816,-0.129152
0.220124,-0.601293,0.005392
0.285652,-0.984877,0.23600900000000002
0.034254,-1.409012,-0.039737
-0.006824,0.532369,-0.116219
1.156933,0.785848,-0.04539
-0.69909,2.128937,0.02111
-0.426028,1.875305,-0.457358
-0.410045,5.6205169999999995,-1.460833
-0.02649,5.348052,-1.854115
-0.896969,4.064089,-1.024269
-1.222039,2.961662,-0.776231
-1.605917,2.46366,-0.84664
-1.882734,1.572423,-0.440439
-1.78012,1.176811,-0.164683
-1.845845,0.37796399999999997,0.130711
-1.988053,-0.300426,0.472418
-1.965843,-0.403485,0.651099
-1.682453,-0.345522,0.5622050000000001
-1.14172,0.149724,0.386954
-1.138262,0.9251,0.15418099999999998
-1.468509,1.346492,-0.243897
-1.04823,1.0352620000000001,-0.299315
-0.556848,0.923868,-0.30749
-0.758065,0.9545440000000001,-0.611242
-1.032563,1.031506,-0.705125
-0.887265,0.478725,-0.589102
-0.428926,0.136392,-0.358998
-0.097609,0.43178,-0.19042
-0.034137,0.455589,0.193484
-0.024554,0.09926,0.31685399999999997
-0.067988,-0.197177,0.426957
0.485875,-0.411061,0.420418
1.21484,-1.543936,0.17699700000000002
1.844815,-2.321996,-0.000271
2.050395,-3.475661,0.34661
1.540398,-2.45037,0.664337
1.844114,-1.36603,0.16300499999999998
2.8015209999999997,-1.656523,-0.215563
3.183388,-0.889345,-0.856949
3.2784150000000003,-0.930145,-1.391412
3.378447,-1.124667,-1.051838
2.507253,-1.920578,-0.525997
2.012915,-3.445103,-0.069229
1.8300169999999998,-3.509382,0.44552700000000006
1.160142,-2.691245,0.75813
0.734147,-2.788712,0.726437
0.42911499999999997,-2.700781,0.31399699999999997
0.11373299999999999,-1.785274,-0.053643
-0.268015,-0.844049,0.130491
-0.632013,-0.140787,0.400512
-1.029649,0.782559,0.5407609999999999
-1.496144,1.6419669999999997,0.7457729999999999
-1.805021,1.7824959999999999,0.769073
-1.452901,1.36551,0.5797869999999999
-0.703716,0.35124299999999997,0.228465
0.278479,-0.503131,0.18194200000000002
0.646846,-0.278048,0.583741
0.30999699999999997,-0.954167,0.792694
-0.668539,-0.393186,0.680455
-1.737175,3.171976,0.354364
0.7596649999999999,0.68585,-0.534066
1.7172290000000001,-0.49414,-0.648711
-0.082261,2.012227,-0.364322
-0.767741,3.260262,-0.185907
0.021255,3.7028849999999998,-1.5344
-0.49161,2.565532,-2.510743
-1.991619,2.142129,-2.95224
-1.56442,2.3683419999999997,0.042544
-2.030919,2.871686,0.845148
-2.417767,1.258162,0.5560930000000001
-2.309217,-0.216514,0.810855
-2.181946,-0.824306,0.846706
-1.993957,-0.817339,0.806349
-1.219714,0.25595300000000004,0.528371
-0.78671,0.5298470000000001,0.124052
-1.238046,0.551318,-0.324576
-0.765038,0.569109,-0.388593
-0.245661,0.833332,-0.314801
-0.972856,0.9496530000000001,-0.534742
-1.335579,0.4355,-0.580414
-1.200073,0.38305,-0.634948
-1.092397,0.438838,-0.56056
-0.454899,0.12753399999999998,-0.519389
-0.09797,0.198015,-0.339661
-0.050452,0.182666,-0.006024
-0.006385,-0.004777,0.21030500000000002
0.048185000000000006,-0.732238,0.398557
0.597709,-1.905942,0.39749
1.086057,-3.163576,0.392899
1.641188,-3.46747,0.250819
2.029378,-2.314071,0.254189
2.392273,-1.005509,0.105496
2.626537,-1.288734,0.400188
2.770054,-0.854054,-0.002086
2.959748,-0.652904,-1.18354
3.3872459999999998,-1.049262,-1.268709
3.257602,-1.18182,-1.040845
2.271896,-2.373188,-0.356132
1.7439330000000002,-3.475808,0.647858
1.4137879999999998,-2.633929,1.121968
0.8214520000000001,-2.410422,1.152796
0.653911,-2.7112,0.85825
0.32155700000000004,-2.247424,0.252857
-0.012953,-1.030457,0.170981
-0.277851,-0.392369,0.40332199999999996
-0.733983,0.564235,0.5356420000000001
-1.298174,1.866611,0.605876
-1.795112,2.504928,0.7158869999999999
-1.475036,1.6203370000000001,0.541931
-0.962248,0.597962,0.557505
0.537687,-0.848703,0.328418
0.647672,-0.21569,0.705457
0.298061,-0.730565,0.828657
-0.397343,-0.05148,0.506736
-1.504035,3.105859,0.169152
1.089092,0.6228199999999999,-0.775226
1.564542,-0.194757,-0.79329
-0.291273,1.630103,-0.527649
-0.982935,3.214476,-0.537715
-0.637711,2.844382,-1.524003
-1.270475,2.59586,-2.22778
-1.596529,4.298776999999999,-1.564601
-1.013125,3.967485,0.056117999999999994
-1.814694,2.060926,-0.119022
-2.221895,0.022481,0.37640100000000004
-2.214382,-0.598818,0.6966479999999999
-1.780582,-0.316571,0.5999720000000001
-1.666545,-0.651182,0.529626
-1.263363,0.07474,0.329619
-0.609457,0.859102,-0.050311
-1.045757,1.4554559999999999,-0.420523
-0.759272,0.8960290000000001,-0.629313
-0.66275,0.574875,-0.586566
-1.31895,0.645954,-0.742928
-1.462758,0.432438,-0.769297
-0.692632,-0.076266,-0.762197
-0.30902,0.5975159999999999,-0.694151
-0.154145,0.9250940000000001,-0.164719
-0.121114,0.17418699999999998,0.044777
-0.190728,-0.345483,0.058843
-0.299492,-0.643929,0.461186
0.282668,-0.957881,0.9452860000000001
0.672573,-2.428694,0.790729
1.172439,-3.929643,0.35176399999999997
1.977585,-3.195902,-0.020635
2.438568,-1.264088,-0.004935
2.548978,-0.864009,0.281607
2.6963790000000003,-0.535566,0.335627
2.837487,-0.339958,-0.484033
2.997187,-0.456786,-1.242273
3.090856,-0.989711,-1.251618
2.7814900000000002,-0.99794,-0.791228
1.977057,-2.361798,-0.018502
1.558921,-3.377962,0.8483430000000001
1.219162,-2.844703,1.253348
0.966915,-2.485947,1.000094
0.6140680000000001,-2.156937,0.5474859999999999
0.26168600000000003,-1.439186,0.381735
-0.125428,-0.868152,0.439188
-0.716125,-0.167858,0.5826479999999999
-1.35616,1.098624,0.637443
-1.817175,2.188272,0.802673
-1.210069,0.978267,0.772145
-0.704191,0.731681,0.7268560000000001
0.640262,-0.337862,0.096685
0.509776,0.225584,0.49670299999999995
0.032833999999999995,-0.406951,0.583913
-0.288854,-0.891098,0.458372
-1.437911,3.2646349999999997,0.099985
0.287527,2.203193,-1.021054
2.540828,-0.57677,-0.944062
-0.09497,2.370487,-0.96625
-1.202361,2.819038,-0.290898
-0.757762,3.674821,-1.03344
-0.833187,2.3875319999999998,-1.923214
-1.395475,3.766088,-1.724878
-0.918122,4.942767,-0.163447
-1.459351,3.2113389999999997,-0.404291
-1.907593,0.68676,-0.047401
-2.320653,-1.205823,0.47343199999999996
-1.933047,-0.645826,0.48823999999999995
-1.738802,-0.365489,0.27773000000000003
-1.47619,-0.371566,0.237911
-0.878737,0.599812,0.025059
-1.168977,1.246493,-0.27049
-0.740971,0.921674,-0.397407
-0.591773,0.809602,-0.472065
